Age,Gender,Occupation,Country,Stress_Level,Sleep_Hours,Work_Hours,Physical_Activity_Hours,Social_Media_Usage,Diet_Quality,Smoking_Habit,Alcohol_Consumption,split
30,Non-binary,Sales,Canada,High,8.2,47,1,4.1,Average,Regular Smoker,Regular Drinker,train
31,Prefer not to say,IT,USA,High,5.2,71,3,1.8,Healthy,Heavy Smoker,Regular Drinker,train
27,Non-binary,Healthcare,USA,High,5.7,61,0,3.8,Healthy,Regular Smoker,Regular Drinker,train
27,Non-binary,Sales,Germany,Low,8.3,54,10,1.2,Healthy,Regular Smoker,Non-Drinker,train
62,Female,Healthcare,UK,High,4.7,47,2,4.9,Unhealthy,Regular Smoker,Regular Drinker,train
58,Non-binary,Other,UK,Medium,5.7,37,5,2.6,Healthy,Occasional Smoker,Regular Drinker,train
34,Prefer not to say,Finance,Australia,Medium,8.2,53,9,4.7,Average,Regular Smoker,Social Drinker,train
42,Male,Sales,India,High,5.7,64,1,0.6,Unhealthy,Non-Smoker,Regular Drinker,train
50,Female,Finance,Australia,Low,10.0,68,5,0.6,Average,Non-Smoker,Non-Drinker,train
47,Non-binary,Engineering,Canada,Low,7.0,42,9,2.3,Healthy,Occasional Smoker,Non-Drinker,train
64,Prefer not to say,Engineering,Other,Low,6.0,40,10,1.1,Healthy,Non-Smoker,Heavy Drinker,train
21,Prefer not to say,Education,India,Low,9.7,63,9,0.6,Average,Heavy Smoker,Non-Drinker,train
32,Prefer not to say,Finance,Canada,Low,9.2,75,10,1.2,Average,Non-Smoker,Heavy Drinker,train
19,Male,Sales,Other,Low,6.8,46,7,4.9,Healthy,Non-Smoker,Heavy Drinker,train
29,Male,Sales,Other,Low,9.7,49,10,3.7,Healthy,Non-Smoker,Non-Drinker,train
46,Non-binary,Healthcare,India,Low,8.0,39,4,1.2,Healthy,Heavy Smoker,Regular Drinker,train
38,Male,Finance,Canada,Medium,6.8,44,3,1.4,Healthy,Regular Smoker,Heavy Drinker,train
58,Prefer not to say,Sales,UK,Medium,9.4,64,3,2.6,Healthy,Occasional Smoker,Social Drinker,train
40,Prefer not to say,Finance,Australia,High,7.8,52,3,3.3,Unhealthy,Regular Smoker,Social Drinker,train
29,Prefer not to say,Finance,Canada,Medium,6.8,58,2,3.5,Unhealthy,Non-Smoker,Non-Drinker,train
22,Non-binary,Other,Other,High,7.2,72,1,3.1,Unhealthy,Non-Smoker,Heavy Drinker,train
22,Male,Sales,Australia,Medium,8.3,53,0,3.5,Healthy,Heavy Smoker,Social Drinker,train
47,Female,Finance,USA,Medium,6.0,80,10,2.3,Unhealthy,Heavy Smoker,Non-Drinker,train
26,Non-binary,Engineering,Germany,High,4.7,42,10,5.6,Average,Heavy Smoker,Regular Drinker,train
43,Prefer not to say,Other,Other,High,4.7,44,2,5.7,Unhealthy,Heavy Smoker,Regular Drinker,train
52,Female,Healthcare,Other,High,5.9,75,6,4.5,Unhealthy,Heavy Smoker,Heavy Drinker,train
35,Non-binary,Healthcare,India,Low,9.4,65,6,1.2,Healthy,Heavy Smoker,Non-Drinker,train
62,Non-binary,Engineering,India,Low,6.0,73,0,0.9,Healthy,Non-Smoker,Non-Drinker,train
18,Prefer not to say,Sales,India,High,5.3,71,0,3.0,Average,Occasional Smoker,Social Drinker,train
27,Female,Engineering,UK,Low,8.7,33,3,2.9,Average,Non-Smoker,Non-Drinker,train
27,Non-binary,Healthcare,Other,Medium,8.3,60,6,3.0,Average,Occasional Smoker,Regular Drinker,train
22,Non-binary,Healthcare,India,High,4.9,72,10,4.3,Average,Heavy Smoker,Social Drinker,train
36,Female,IT,Germany,Low,8.9,33,9,2.5,Average,Non-Smoker,Social Drinker,train
43,Non-binary,Finance,USA,High,4.2,79,2,4.8,Unhealthy,Regular Smoker,Non-Drinker,train
21,Non-binary,Healthcare,Australia,Medium,6.5,37,7,4.6,Healthy,Heavy Smoker,Heavy Drinker,train
39,Male,IT,India,High,5.2,78,5,1.1,Unhealthy,Occasional Smoker,Social Drinker,train
57,Prefer not to say,Finance,Australia,Low,4.5,67,9,1.9,Healthy,Occasional Smoker,Non-Drinker,train
60,Male,Finance,Australia,Low,5.0,32,9,1.1,Healthy,Heavy Smoker,Social Drinker,train
65,Female,Sales,Germany,High,5.5,54,5,5.2,Unhealthy,Non-Smoker,Heavy Drinker,train
53,Prefer not to say,Engineering,Canada,Low,6.4,38,7,0.6,Healthy,Regular Smoker,Heavy Drinker,train
52,Male,Healthcare,Other,Low,6.3,47,9,3.1,Average,Occasional Smoker,Non-Drinker,train
58,Male,Education,Australia,High,9.9,51,1,3.3,Unhealthy,Heavy Smoker,Regular Drinker,train
57,Male,IT,India,High,6.3,75,1,5.7,Unhealthy,Heavy Smoker,Regular Drinker,train
65,Prefer not to say,IT,Other,High,4.7,44,7,5.2,Average,Regular Smoker,Heavy Drinker,train
55,Prefer not to say,Engineering,Germany,High,6.4,70,3,2.2,Unhealthy,Occasional Smoker,Social Drinker,train
36,Prefer not to say,Finance,UK,High,7.7,57,3,5.8,Healthy,Heavy Smoker,Heavy Drinker,train
19,Prefer not to say,Healthcare,Australia,Low,9.8,65,0,1.1,Healthy,Non-Smoker,Social Drinker,train
55,Female,IT,Other,High,4.9,56,2,2.7,Average,Occasional Smoker,Regular Drinker,train
48,Non-binary,Finance,India,High,5.6,76,7,5.0,Healthy,Heavy Smoker,Regular Drinker,train
30,Non-binary,Healthcare,India,High,5.3,30,10,4.5,Average,Regular Smoker,Regular Drinker,train
58,Non-binary,Sales,India,Low,8.0,78,1,3.3,Healthy,Non-Smoker,Non-Drinker,train
38,Female,Other,Australia,High,4.9,66,0,1.0,Healthy,Heavy Smoker,Social Drinker,train
31,Non-binary,Engineering,Germany,High,4.8,51,10,2.0,Unhealthy,Heavy Smoker,Regular Drinker,train
57,Female,Engineering,Canada,Low,7.8,49,10,0.9,Healthy,Occasional Smoker,Heavy Drinker,train
55,Prefer not to say,Other,India,Low,9.4,61,5,1.9,Healthy,Non-Smoker,Non-Drinker,train
48,Female,Other,India,High,5.8,50,8,5.9,Unhealthy,Non-Smoker,Heavy Drinker,train
33,Male,Finance,Other,High,4.9,65,3,0.5,Unhealthy,Non-Smoker,Social Drinker,train
34,Male,Healthcare,UK,High,6.3,66,3,4.9,Average,Regular Smoker,Social Drinker,train
28,Non-binary,Engineering,USA,High,5.3,38,7,5.2,Unhealthy,Regular Smoker,Social Drinker,train
35,Prefer not to say,Finance,Germany,Medium,8.1,64,7,2.2,Unhealthy,Regular Smoker,Social Drinker,train
35,Male,Sales,UK,Medium,4.3,53,7,2.6,Healthy,Occasional Smoker,Heavy Drinker,train
45,Prefer not to say,Education,India,High,6.1,34,1,5.6,Healthy,Regular Smoker,Regular Drinker,train
55,Non-binary,Engineering,Other,High,4.3,46,6,4.2,Healthy,Heavy Smoker,Heavy Drinker,train
27,Female,Other,UK,Medium,8.7,34,5,2.3,Unhealthy,Regular Smoker,Regular Drinker,train
32,Non-binary,Engineering,Canada,Medium,5.2,67,5,2.0,Healthy,Regular Smoker,Non-Drinker,train
25,Female,Education,USA,Low,7.5,61,5,1.1,Unhealthy,Non-Smoker,Non-Drinker,train
65,Prefer not to say,Finance,UK,Medium,8.2,31,1,5.1,Healthy,Occasional Smoker,Regular Drinker,train
28,Non-binary,Education,USA,High,4.8,41,1,3.9,Unhealthy,Non-Smoker,Heavy Drinker,train
41,Prefer not to say,Healthcare,Other,High,5.7,45,0,4.5,Unhealthy,Non-Smoker,Social Drinker,train
51,Male,Education,Germany,Low,7.2,32,5,3.0,Average,Non-Smoker,Non-Drinker,train
43,Prefer not to say,Sales,Australia,Low,4.1,32,3,0.6,Healthy,Occasional Smoker,Non-Drinker,train
35,Non-binary,Engineering,Other,High,6.7,57,9,5.6,Unhealthy,Regular Smoker,Heavy Drinker,train
37,Prefer not to say,Other,Other,High,8.6,64,1,4.9,Unhealthy,Occasional Smoker,Social Drinker,train
20,Male,Sales,UK,High,5.9,75,2,2.2,Unhealthy,Occasional Smoker,Heavy Drinker,train
32,Male,Engineering,Canada,Low,8.1,62,7,2.4,Healthy,Regular Smoker,Non-Drinker,train
46,Non-binary,Healthcare,USA,Low,8.9,44,2,0.8,Unhealthy,Non-Smoker,Social Drinker,train
23,Non-binary,Engineering,Canada,High,4.5,40,3,3.4,Average,Regular Smoker,Heavy Drinker,train
35,Non-binary,Healthcare,Australia,Low,8.8,41,8,3.1,Average,Occasional Smoker,Heavy Drinker,train
56,Female,Other,Canada,High,4.2,37,2,5.8,Average,Regular Smoker,Social Drinker,train
61,Male,IT,UK,Low,7.9,47,8,1.6,Healthy,Occasional Smoker,Regular Drinker,train
34,Prefer not to say,Other,India,High,6.6,77,8,3.3,Average,Heavy Smoker,Regular Drinker,train
37,Non-binary,IT,India,Low,6.4,61,0,2.0,Healthy,Non-Smoker,Social Drinker,train
39,Male,Other,USA,High,9.4,72,6,5.4,Healthy,Heavy Smoker,Regular Drinker,train
32,Female,Healthcare,Other,Low,6.4,32,7,2.7,Average,Non-Smoker,Non-Drinker,train
57,Female,Finance,India,High,4.4,55,5,3.2,Unhealthy,Heavy Smoker,Social Drinker,train
33,Female,Sales,USA,High,7.7,71,8,4.3,Unhealthy,Heavy Smoker,Social Drinker,train
33,Male,Sales,India,Medium,9.9,46,2,5.7,Average,Regular Smoker,Non-Drinker,train
65,Female,Engineering,Germany,High,9.7,48,6,4.9,Unhealthy,Occasional Smoker,Heavy Drinker,train
56,Male,Finance,Canada,Low,5.8,52,7,2.0,Average,Non-Smoker,Social Drinker,train
32,Non-binary,Other,USA,Low,4.8,43,5,2.9,Average,Non-Smoker,Non-Drinker,train
43,Non-binary,Engineering,India,High,5.3,62,2,4.8,Unhealthy,Regular Smoker,Heavy Drinker,train
47,Male,Healthcare,India,High,8.8,39,1,5.4,Unhealthy,Heavy Smoker,Heavy Drinker,train
19,Non-binary,Other,Australia,Low,6.5,37,3,3.9,Healthy,Non-Smoker,Non-Drinker,train
28,Male,Healthcare,Other,High,7.6,64,3,5.0,Unhealthy,Heavy Smoker,Regular Drinker,train
27,Male,Other,Canada,High,7.1,76,3,3.8,Unhealthy,Occasional Smoker,Social Drinker,train
52,Female,Healthcare,UK,High,4.9,41,0,4.3,Unhealthy,Non-Smoker,Heavy Drinker,train
57,Prefer not to say,Finance,Germany,Low,7.7,38,10,4.7,Healthy,Non-Smoker,Regular Drinker,train
30,Female,Other,Canada,Low,7.5,40,8,2.6,Healthy,Non-Smoker,Regular Drinker,train
31,Prefer not to say,Healthcare,USA,Low,9.3,59,1,0.9,Healthy,Non-Smoker,Regular Drinker,train
54,Female,IT,Canada,High,4.5,64,3,0.9,Unhealthy,Occasional Smoker,Heavy Drinker,train
62,Prefer not to say,Other,Germany,Medium,8.1,77,10,4.1,Unhealthy,Occasional Smoker,Social Drinker,train
42,Male,IT,USA,High,6.6,66,6,3.3,Unhealthy,Occasional Smoker,Social Drinker,train
59,Female,Education,Canada,Low,9.1,78,9,0.6,Average,Regular Smoker,Non-Drinker,train
58,Non-binary,Finance,UK,High,4.6,71,1,4.7,Healthy,Non-Smoker,Social Drinker,train
34,Non-binary,IT,India,High,8.3,66,7,5.7,Unhealthy,Occasional Smoker,Heavy Drinker,train
39,Male,Education,Germany,High,9.2,65,3,4.4,Unhealthy,Non-Smoker,Heavy Drinker,train
29,Prefer not to say,Finance,Germany,Low,7.3,48,2,4.1,Healthy,Non-Smoker,Non-Drinker,train
29,Non-binary,Education,India,Low,6.7,35,4,3.7,Average,Non-Smoker,Social Drinker,train
19,Male,Other,Other,Low,6.6,33,8,2.8,Average,Heavy Smoker,Non-Drinker,train
20,Male,Finance,USA,High,7.4,76,5,1.1,Average,Heavy Smoker,Regular Drinker,train
40,Female,Education,Other,High,6.7,56,1,3.0,Average,Heavy Smoker,Regular Drinker,train
49,Prefer not to say,Education,Australia,Low,9.5,72,10,5.7,Healthy,Non-Smoker,Social Drinker,train
34,Non-binary,Sales,USA,High,9.6,75,6,4.8,Unhealthy,Regular Smoker,Heavy Drinker,train
33,Prefer not to say,Engineering,Canada,High,4.4,60,2,1.8,Unhealthy,Heavy Smoker,Heavy Drinker,train
21,Non-binary,Education,Canada,High,6.2,44,2,4.3,Unhealthy,Heavy Smoker,Non-Drinker,train
61,Female,Engineering,Canada,Low,6.0,35,10,1.8,Unhealthy,Non-Smoker,Social Drinker,train
24,Prefer not to say,Other,Australia,Medium,9.4,30,1,3.4,Average,Regular Smoker,Social Drinker,train
18,Prefer not to say,IT,USA,High,8.7,74,1,5.3,Healthy,Regular Smoker,Social Drinker,train
19,Male,Healthcare,Germany,Low,5.7,32,7,2.4,Average,Occasional Smoker,Non-Drinker,train
58,Male,Healthcare,Germany,High,5.8,59,6,3.2,Unhealthy,Heavy Smoker,Non-Drinker,train
42,Female,Healthcare,USA,High,8.8,51,1,5.3,Average,Occasional Smoker,Regular Drinker,train
62,Female,IT,Germany,High,4.3,77,1,4.3,Average,Regular Smoker,Social Drinker,train
33,Prefer not to say,IT,India,Medium,7.0,56,1,0.9,Average,Non-Smoker,Heavy Drinker,train
48,Female,Finance,Germany,High,6.2,66,2,4.0,Healthy,Heavy Smoker,Social Drinker,train
55,Female,Finance,UK,High,7.8,68,1,4.6,Unhealthy,Non-Smoker,Social Drinker,train
45,Male,IT,USA,Low,9.1,46,3,1.1,Average,Occasional Smoker,Non-Drinker,train
60,Female,Education,India,Medium,5.9,74,10,5.3,Healthy,Non-Smoker,Social Drinker,train
18,Male,Healthcare,Germany,Low,7.1,60,9,2.2,Healthy,Regular Smoker,Social Drinker,train
51,Prefer not to say,Other,Australia,Medium,9.8,54,1,3.7,Healthy,Occasional Smoker,Heavy Drinker,train
27,Female,Sales,Other,High,7.1,37,8,4.7,Unhealthy,Heavy Smoker,Heavy Drinker,train
55,Male,Other,Australia,Medium,7.7,68,1,5.8,Healthy,Non-Smoker,Non-Drinker,train
52,Female,Healthcare,Canada,Medium,8.2,63,6,2.7,Average,Occasional Smoker,Social Drinker,train
34,Male,Sales,Australia,Medium,9.6,43,3,1.5,Average,Heavy Smoker,Heavy Drinker,train
33,Male,Healthcare,India,Low,7.8,47,8,1.8,Unhealthy,Non-Smoker,Social Drinker,train
18,Male,Other,USA,High,4.8,67,0,5.2,Healthy,Heavy Smoker,Regular Drinker,train
43,Non-binary,IT,Canada,High,8.5,49,7,4.3,Unhealthy,Regular Smoker,Regular Drinker,train
35,Male,Healthcare,India,Medium,7.3,38,4,2.4,Healthy,Heavy Smoker,Regular Drinker,train
52,Female,Sales,Other,High,9.6,44,3,5.0,Average,Regular Smoker,Regular Drinker,train
58,Female,Other,Other,High,5.5,51,2,5.8,Healthy,Heavy Smoker,Heavy Drinker,train
25,Non-binary,IT,Other,Medium,9.6,55,4,2.8,Healthy,Regular Smoker,Regular Drinker,train
32,Male,IT,Australia,Medium,6.3,68,10,2.2,Unhealthy,Non-Smoker,Regular Drinker,train
20,Female,Healthcare,Other,High,5.4,30,1,4.4,Average,Occasional Smoker,Social Drinker,train
39,Non-binary,Engineering,Other,High,7.5,60,4,5.6,Unhealthy,Heavy Smoker,Social Drinker,train
38,Male,Other,Germany,High,7.4,56,9,5.1,Average,Regular Smoker,Regular Drinker,train
65,Prefer not to say,Finance,USA,High,9.1,73,0,1.9,Average,Heavy Smoker,Regular Drinker,train
51,Non-binary,IT,USA,Low,8.7,50,8,1.9,Healthy,Heavy Smoker,Non-Drinker,train
57,Prefer not to say,IT,USA,High,6.1,72,3,5.6,Unhealthy,Non-Smoker,Non-Drinker,train
34,Prefer not to say,Other,USA,Low,7.7,62,9,0.8,Healthy,Occasional Smoker,Heavy Drinker,train
34,Female,Finance,India,Low,8.3,33,7,2.8,Average,Occasional Smoker,Regular Drinker,train
41,Prefer not to say,Other,Other,Medium,9.5,48,2,4.2,Healthy,Non-Smoker,Regular Drinker,train
44,Male,Engineering,UK,High,7.8,76,7,4.3,Healthy,Heavy Smoker,Regular Drinker,train
24,Prefer not to say,Education,Australia,High,8.6,55,9,5.0,Unhealthy,Heavy Smoker,Heavy Drinker,train
22,Male,Finance,Other,Low,6.7,37,7,1.8,Average,Non-Smoker,Social Drinker,train
55,Female,Other,India,Medium,7.4,40,8,4.2,Healthy,Regular Smoker,Heavy Drinker,train
34,Female,Finance,UK,High,4.1,71,4,5.7,Average,Regular Smoker,Non-Drinker,train
57,Prefer not to say,Education,India,High,6.5,75,0,3.1,Healthy,Regular Smoker,Regular Drinker,train
31,Female,IT,UK,Low,8.0,38,1,1.3,Unhealthy,Non-Smoker,Social Drinker,train
27,Prefer not to say,Sales,Germany,Low,7.1,54,8,1.8,Average,Non-Smoker,Heavy Drinker,train
51,Non-binary,Healthcare,India,Medium,5.4,44,4,4.7,Healthy,Non-Smoker,Heavy Drinker,train
51,Female,Other,India,Medium,4.2,45,9,3.4,Healthy,Heavy Smoker,Heavy Drinker,train
33,Female,Finance,Germany,Low,9.1,45,9,4.9,Average,Non-Smoker,Social Drinker,train
55,Prefer not to say,Sales,Australia,Low,7.4,44,8,2.8,Healthy,Heavy Smoker,Non-Drinker,train
45,Female,IT,Australia,High,4.4,79,10,5.7,Unhealthy,Occasional Smoker,Regular Drinker,train
35,Female,Healthcare,UK,High,5.9,55,10,1.2,Unhealthy,Regular Smoker,Regular Drinker,train
36,Non-binary,Other,Germany,Low,9.5,37,10,3.3,Healthy,Occasional Smoker,Non-Drinker,train
63,Male,Engineering,UK,High,6.8,48,2,5.1,Healthy,Heavy Smoker,Social Drinker,train
60,Female,Engineering,UK,High,6.6,75,4,5.0,Unhealthy,Occasional Smoker,Regular Drinker,train
57,Non-binary,Healthcare,USA,Low,8.1,34,7,2.8,Unhealthy,Regular Smoker,Non-Drinker,train
52,Male,Other,India,High,5.2,40,0,5.3,Healthy,Regular Smoker,Regular Drinker,train
29,Female,Sales,USA,High,5.1,49,0,3.5,Average,Regular Smoker,Heavy Drinker,train
37,Female,Healthcare,Canada,Medium,10.0,56,4,2.8,Unhealthy,Regular Smoker,Non-Drinker,train
61,Male,IT,USA,High,6.8,44,3,4.3,Unhealthy,Regular Smoker,Regular Drinker,train
27,Female,Engineering,Canada,High,7.8,53,0,3.9,Unhealthy,Regular Smoker,Non-Drinker,train
50,Male,Finance,India,High,7.5,70,3,2.4,Unhealthy,Heavy Smoker,Heavy Drinker,train
46,Male,Engineering,USA,High,4.6,71,6,2.1,Average,Regular Smoker,Social Drinker,train
65,Male,IT,Other,Low,8.0,35,10,3.9,Average,Non-Smoker,Regular Drinker,train
42,Prefer not to say,Education,Germany,Low,9.9,49,10,4.1,Average,Heavy Smoker,Non-Drinker,train
45,Female,Engineering,Canada,Medium,9.9,76,7,5.5,Healthy,Regular Smoker,Social Drinker,train
23,Prefer not to say,Engineering,USA,Low,9.3,35,10,1.8,Average,Heavy Smoker,Social Drinker,train
51,Female,Sales,USA,Low,6.9,43,7,0.5,Healthy,Occasional Smoker,Heavy Drinker,train
62,Non-binary,IT,USA,High,6.3,50,7,5.8,Unhealthy,Regular Smoker,Regular Drinker,train
57,Female,Finance,Canada,High,7.6,76,4,3.9,Unhealthy,Regular Smoker,Non-Drinker,train
22,Male,Engineering,Other,High,5.0,54,4,5.0,Unhealthy,Non-Smoker,Social Drinker,train
22,Non-binary,Sales,Other,High,4.8,37,1,4.2,Average,Occasional Smoker,Heavy Drinker,train
26,Female,Sales,USA,High,7.1,75,5,5.0,Average,Heavy Smoker,Social Drinker,train
39,Prefer not to say,Engineering,Canada,Medium,6.3,61,10,3.8,Average,Regular Smoker,Social Drinker,train
24,Prefer not to say,Engineering,USA,Medium,4.2,68,9,0.8,Healthy,Occasional Smoker,Heavy Drinker,train
27,Male,IT,Other,Low,7.2,33,4,1.1,Healthy,Occasional Smoker,Regular Drinker,train
20,Non-binary,Finance,USA,High,5.0,72,3,0.5,Unhealthy,Regular Smoker,Non-Drinker,train
18,Non-binary,Sales,USA,High,6.1,33,5,3.0,Unhealthy,Regular Smoker,Heavy Drinker,train
43,Male,Education,UK,Low,9.4,75,7,1.9,Healthy,Heavy Smoker,Social Drinker,train
21,Prefer not to say,Sales,Australia,High,8.6,43,2,5.9,Unhealthy,Heavy Smoker,Regular Drinker,train
20,Male,Finance,India,High,9.1,60,2,5.5,Unhealthy,Regular Smoker,Non-Drinker,train
39,Male,Other,India,High,4.1,76,10,4.8,Average,Heavy Smoker,Non-Drinker,train
31,Prefer not to say,Sales,Germany,Medium,9.8,51,10,3.7,Average,Heavy Smoker,Regular Drinker,train
54,Non-binary,IT,Canada,High,8.2,53,3,3.5,Unhealthy,Occasional Smoker,Regular Drinker,train
63,Non-binary,IT,Australia,Low,9.6,74,8,0.8,Healthy,Occasional Smoker,Regular Drinker,train
41,Prefer not to say,Other,Other,Low,7.1,31,4,1.5,Healthy,Heavy Smoker,Non-Drinker,train
51,Non-binary,Education,Canada,High,6.9,71,6,2.4,Unhealthy,Regular Smoker,Non-Drinker,train
51,Prefer not to say,Other,India,Medium,9.1,74,3,3.5,Unhealthy,Non-Smoker,Non-Drinker,train
61,Prefer not to say,Sales,Canada,Medium,7.7,43,0,5.6,Average,Occasional Smoker,Non-Drinker,train
53,Prefer not to say,Other,UK,High,4.3,78,6,4.1,Unhealthy,Heavy Smoker,Social Drinker,train
56,Non-binary,IT,India,High,7.3,54,0,3.2,Unhealthy,Heavy Smoker,Heavy Drinker,train
24,Male,IT,Australia,Medium,7.4,65,0,3.7,Healthy,Non-Smoker,Social Drinker,train
51,Non-binary,Other,India,High,4.7,77,4,3.3,Unhealthy,Heavy Smoker,Social Drinker,train
27,Male,Education,USA,High,5.1,59,4,2.6,Healthy,Regular Smoker,Heavy Drinker,train
40,Female,Education,Australia,Medium,6.0,61,7,4.0,Average,Regular Smoker,Social Drinker,train
31,Non-binary,Finance,India,Low,5.6,46,2,0.5,Average,Non-Smoker,Non-Drinker,train
20,Non-binary,Healthcare,UK,Low,7.1,44,9,3.1,Average,Non-Smoker,Heavy Drinker,train
64,Non-binary,Healthcare,USA,Low,9.3,73,9,1.8,Average,Non-Smoker,Heavy Drinker,train
20,Male,Education,Other,Low,9.8,32,0,5.1,Healthy,Occasional Smoker,Non-Drinker,train
32,Prefer not to say,Other,Canada,High,5.9,48,0,5.4,Unhealthy,Non-Smoker,Social Drinker,train
49,Female,Education,UK,Medium,5.0,44,3,3.5,Healthy,Regular Smoker,Non-Drinker,train
34,Non-binary,Healthcare,Canada,Low,6.2,32,9,5.7,Healthy,Non-Smoker,Non-Drinker,train
22,Non-binary,Other,Australia,Medium,4.3,53,5,3.9,Healthy,Non-Smoker,Heavy Drinker,train
44,Male,Sales,Australia,Low,10.0,41,7,3.1,Unhealthy,Non-Smoker,Non-Drinker,train
35,Male,Healthcare,Canada,Medium,9.5,77,6,0.8,Healthy,Heavy Smoker,Regular Drinker,train
24,Female,Other,Germany,High,7.9,80,7,5.9,Healthy,Heavy Smoker,Regular Drinker,train
29,Male,Healthcare,Other,Low,6.7,36,5,1.4,Healthy,Heavy Smoker,Social Drinker,train
35,Prefer not to say,Healthcare,Canada,High,5.9,77,2,4.5,Unhealthy,Occasional Smoker,Regular Drinker,train
34,Male,Sales,Other,Low,7.4,42,9,2.2,Healthy,Regular Smoker,Social Drinker,train
48,Non-binary,Sales,Canada,High,4.3,40,9,4.8,Average,Heavy Smoker,Regular Drinker,train
44,Female,Engineering,Australia,Medium,6.0,73,7,3.4,Average,Non-Smoker,Heavy Drinker,train
38,Prefer not to say,IT,Australia,Low,8.2,45,10,2.2,Average,Regular Smoker,Heavy Drinker,train
34,Prefer not to say,Sales,Australia,High,6.3,72,7,5.3,Healthy,Regular Smoker,Heavy Drinker,train
29,Non-binary,IT,USA,High,5.4,76,6,3.6,Unhealthy,Regular Smoker,Heavy Drinker,train
42,Male,Finance,USA,High,7.1,63,2,1.3,Unhealthy,Regular Smoker,Regular Drinker,train
28,Male,Healthcare,UK,Low,5.0,45,8,4.7,Healthy,Non-Smoker,Social Drinker,train
63,Male,IT,Germany,Medium,7.3,66,8,2.2,Healthy,Regular Smoker,Heavy Drinker,train
38,Female,Finance,Australia,Medium,8.4,31,1,4.0,Average,Occasional Smoker,Regular Drinker,train
58,Male,Finance,UK,Low,9.1,76,10,2.1,Average,Non-Smoker,Non-Drinker,train
35,Female,Healthcare,Other,High,4.8,79,5,4.4,Healthy,Regular Smoker,Heavy Drinker,train
23,Female,Engineering,Canada,High,5.6,68,1,3.8,Healthy,Non-Smoker,Heavy Drinker,train
21,Non-binary,Engineering,Australia,High,7.8,54,1,0.5,Unhealthy,Regular Smoker,Heavy Drinker,train
35,Non-binary,IT,USA,High,5.3,71,2,1.7,Average,Occasional Smoker,Social Drinker,train
46,Non-binary,IT,Other,Medium,4.6,34,5,1.0,Average,Occasional Smoker,Heavy Drinker,train
41,Non-binary,Sales,Other,Medium,5.4,38,10,2.6,Healthy,Regular Smoker,Heavy Drinker,train
20,Prefer not to say,Education,Other,Medium,5.7,44,0,4.7,Average,Non-Smoker,Non-Drinker,train
53,Non-binary,Sales,India,Medium,6.5,46,5,4.0,Healthy,Regular Smoker,Regular Drinker,train
19,Male,Engineering,Canada,Low,9.6,32,10,4.4,Healthy,Non-Smoker,Non-Drinker,train
58,Male,Finance,Germany,Low,4.5,55,6,1.4,Average,Non-Smoker,Non-Drinker,train
45,Non-binary,Sales,USA,High,5.6,37,1,5.1,Healthy,Occasional Smoker,Regular Drinker,train
54,Prefer not to say,Engineering,Germany,Low,6.6,30,9,2.6,Healthy,Occasional Smoker,Social Drinker,train
